,train/logits/chosen,_step,train/global_step,train/rewards/margins,_timestamp,train/logps/chosen,train/grad_norm,_runtime,train/rewards/chosen,train/loss,train/rewards/rejected,train/learning_rate,train/rewards/accuracies,train/epoch,train/logits/rejected,train/logps/rejected
49,0.012289151549339294,49,50,-0.2551240622997284,1752360455.4989016,-232.48818969726562,11.301621437072754,321.827866574,0.8267364501953125,0.9623,1.0818605422973633,4.7272727272727275e-05,0.5,0.003143714927930335,0.0007299035787582397,-231.79840087890625
50,0.05917230248451233,50,51,0.5582200884819031,1752360459.4529638,-144.49911499023438,4.320897102355957,325.78198197,0.4405595362186432,0.4653,-0.1176605373620987,4.3636363636363636e-05,1.0,0.003206589226488942,-0.3031436800956726,-172.879638671875
51,-0.19467861950397491,51,52,0.22345122694969177,1752360464.277117,-264.36669921875,5.608449459075928,330.606131507,0.34999504685401917,0.6328,0.1265438199043274,4e-05,0.5,0.0032694635250475486,-0.1153804287314415,-309.70709228515625
52,0.47288206219673157,52,53,0.09861098229885101,1752360470.2725272,-176.49525451660156,4.304490089416504,336.601331071,0.291521281003952,0.6865,0.19291026890277863,3.6363636363636364e-05,0.5,0.0033323378236061554,-0.612645149230957,-135.56495666503906
53,0.2616814076900482,53,54,1.0443599224090576,1752360478.1257753,-725.8343505859375,4.670788288116455,344.454703735,1.3820732831954956,0.38,0.3377132713794708,3.272727272727273e-05,1.0,0.003395212122164762,-0.12639205157756805,-539.62939453125
54,-0.31010279059410095,54,55,0.37530001997947693,1752360484.299304,-303.69403076171875,5.648433685302734,350.628144594,0.6136019229888916,0.5338,0.23830188810825348,2.909090909090909e-05,0.75,0.003458086420723369,-0.7317851781845093,-317.4551086425781
55,0.8746156692504883,55,56,0.9828100204467773,1752360490.5161662,-313.88323974609375,4.336921215057373,356.84511551,0.7009021639823914,0.5188,-0.28190794587135315,2.5454545454545454e-05,0.75,0.0035209607192819756,0.3027946650981903,-173.9926300048828
56,-0.20444366335868835,56,57,0.46309810876846313,1752360495.958187,-381.8840637207031,4.792107582092285,362.28726397,0.29057613015174866,0.527,-0.17252196371555328,2.1818181818181818e-05,0.75,0.0035838350178405824,-0.09266527742147446,-192.91697692871094
57,0.4537574052810669,57,58,0.18760891258716583,1752360502.0142481,-332.2868957519531,6.039638996124268,368.343079196,0.6939056515693665,0.6845,0.5062967538833618,1.8181818181818182e-05,0.75,0.003646709316399189,-0.36294957995414734,-272.1440124511719
58,0.2274899035692215,58,59,1.068627953529358,1752360508.2156062,-307.32293701171875,4.5375847816467285,374.544479543,1.1863888502120972,0.3818,0.11776101589202881,1.4545454545454545e-05,0.75,0.0037095836149577954,0.1312253624200821,-259.15576171875
59,0.7018934488296509,59,60,-0.7273445129394531,1752360514.269742,-175.74644470214844,8.039170265197754,380.599451981,0.06663893163204193,1.2047,0.7939834594726562,1.0909090909090909e-05,0.25,0.003772457913516402,0.7372109889984131,-169.71849060058594
60,,60,60,,1752360515.5833242,,,381.911660422,,,,,,0.003772457913516402,,
